x,y
0.481,8207952.731424075
0.483,8283841.93237695
0.485,8360114.846103964
0.487,8436771.818420721
0.489,8513813.194029463
0.491,8591239.316527177
0.493,8669050.528413642
0.495,8747247.171099398
0.497,8825829.58491359
0.499,8904798.10911175
0.501,8984153.081883477
0.503,9063894.840360053
0.505,9144023.720621945
0.507,9224540.057706237
0.509,9305444.185614005
0.511,9386736.437317565
0.513,9468417.144767672
0.515,9550486.638900636
0.517,9632945.249645365
0.519,9715793.305930315
0.521,9799031.13569038
0.523,9882659.065873712
0.525,9966677.422448449
0.527,10051086.53040939
0.529,10135886.7137846
0.531,10221078.295641929
0.533,10306661.59809546
0.535,10392636.94231192
0.537,10479004.64851702
0.539,10565765.03600166
0.541,10652918.423128191
0.543,10740465.12733649
0.545,10828405.465150058
0.547,10916739.75218204
0.549,11005468.30314113
0.551,11094591.431837471
0.553,11184109.451188501
0.555,11274022.67322469
0.557,11364331.40909527
0.559,11455035.96907387
0.561,11546136.662564121
0.563,11637633.79810519
0.565,11729527.68337729
0.567,11821818.62520703
0.569,11914506.92957291
0.571,12007592.90161054
0.573,12101076.845617991
0.575,12194959.065060942
0.577,12289239.86257792
0.579,12383919.53998537
0.581,12478998.398282751
0.583,12574476.737657549
0.585,12670354.857490271
0.587,12766633.05635931
0.589,12863311.63204593
0.591,12960390.881538989
0.593,13057871.1010398
0.595,13155752.58596685
0.597,13254035.6309605
0.599,13352720.529887639
0.601,13451807.57584628
0.603,13551297.061170189
0.605,13651189.27743333
0.607,13751484.51545439
0.609,13852183.06530123
0.611,13953285.21629528
0.613,14054791.2570159
0.615,14156701.4753047
0.617,14259016.15826981
0.619,14361735.59229018
0.621,14464860.063019712
0.623,14568389.85539148
0.625,14672325.25362185
0.627,14776666.54121458
0.629,14881414.00096485
0.631,14986567.914963331
0.633,15092128.56460011
0.635,15198096.23056873
0.637,15304471.192870019
0.639,15411253.73081601
0.641,15518444.12303382
0.643,15626042.6474694
0.645,15734049.58139137
0.647,15842465.20139477
0.649,15951289.78340472
0.651,16060523.60268018
0.653,16170166.93381755
0.655,16280220.050754309
0.657,16390683.22677265
0.659,16501556.734502941
0.661,16612840.84592737
0.663,16724535.83238335
0.665,16836641.96456708
0.667,16949159.51253691
0.669,17062088.745716788
0.671,17175429.932899673
0.673,17289183.34225085
0.675,17403349.241311263
0.677,17517927.89700085
0.679,17632919.5756218
0.681,17748324.542861782
0.683,17864143.063797202
0.685,17980375.402896382
0.687,18097021.824022688
0.689,18214082.59043779
0.691,18331557.964804642
0.693,18449448.209190663
0.695,18567753.58507077
0.697,18686474.35333044
0.699,18805610.77426873
0.701,18925163.10760124
0.703,19045131.61246313
0.705,19165516.54741204
0.707,19286318.170431
0.709,19407536.73893139
0.711,19529172.509755738
0.713,19651225.73918067
0.715,19773696.68291965
0.717,19896585.59612585
0.719,20019892.73339492
0.721,20143618.348767757
0.723,20267762.69573329
0.725,20392326.02723111
0.727,20517308.5956543
0.729,20642710.65285201
0.731,20768532.45013217
0.733,20894774.23826415
0.735,21021436.26748136
0.737,21148518.78748382
0.739,21276022.04744083
0.741,21403946.29599344
0.743,21532291.78125706
0.745,21661058.750823952
0.747,21790247.45176575
0.749,21919858.130635947
0.751,22049891.03347237
0.753,22180346.405799598
0.755,22311224.49263146
0.757,22442525.53847338
0.759,22574249.78732482
0.761,22706397.482681647
0.763,22838968.86753849
0.765,22971964.18439107
0.767,23105383.67523858
0.769,23239227.58158595
0.771,23373496.144446142
0.773,23508189.60434245
0.775,23643308.20131076
0.777,23778852.17490176
0.779,23914821.76418322
0.781,24051217.207742177
0.783,24188038.74368713
0.785,24325286.60965021
0.787,24462961.0427894
0.789,24601062.27979061
0.791,24739590.55686987
0.793,24878546.109775443
0.795,25017929.17378989
0.797,25157739.98373222
0.799,25297978.77395991
0.801,25438645.77837102
0.803,25579741.23040618
0.805,25721265.36305069
0.807,25863218.408836488
0.809,26005600.59984417
0.811,26148412.167704992
0.813,26291653.34360283
0.815,26435324.358276177
0.817,26579425.442020047
0.819,26723956.82468795
0.821,26868918.735693768
0.823,27014311.40401377
0.825,27160135.05818837
0.827,27306389.926324118
0.829,27453076.23609554
0.831,27600194.21474697
0.833,27747744.08909446
0.835,27895726.08552755
0.837,28044140.43001113
0.839,28192987.34808723
0.841,28342267.06487685
0.843,28491979.8050817
0.845,28642125.79298604
0.847,28792705.25245835
0.849,28943718.4069532
0.851,29095165.47951286
0.853,29247046.69276916
0.855,29399362.26894509
0.857,29552112.4298566
0.859,29705297.396914218
0.861,29858917.39112481
0.863,30012972.633093193
0.865,30167463.34302381
0.867,30322389.74072243
0.869,30477752.0455977
0.871,30633550.47666287
0.873,30789785.25253734
0.875,30946456.59144833
0.877,31103564.7112324
0.879,31261109.82933715
0.881,31419092.1628227
0.883,31577511.92836332
0.885,31736369.34224893
0.887,31895664.62038674
0.889,32055397.9783027
0.891,32215569.63114309
0.893,32376179.79367599
0.895,32537228.68029286
0.897,32698716.50500999
0.899,32860643.48146998
0.901,33023009.822943263
0.903,33185815.74232957
0.905,33349061.452159412
0.907,33512747.16459546
0.909,33676873.0914341
0.911,33841439.44410678
0.913,34006446.433681495
0.915,34171894.27086417
0.917,34337783.166000135
0.919,34504113.329075426
0.921,34670884.96971829
0.923,34838098.29720049
0.925,35005753.52043873
0.927,35173850.847996004
0.929,35342390.48808296
0.931,35511372.648559265
0.933,35680797.536934905
0.935,35850665.360371634
0.937,36020976.32568413
0.939,36191730.63934151
0.941,36362928.50746851
0.943,36534570.13584677
0.945,36706655.72991629
0.947,36879185.49477657
0.949,37052159.635187946
0.951,37225578.35557288
0.953,37399441.8600172
0.955,37573750.35227136
0.957,37748504.03575175
0.959,37923703.11354185
0.961,38099347.78839354
0.963,38275438.262728296
0.965,38451974.73863844
0.967,38628957.41788834
0.969,38806386.50191562
0.971,38984262.19183235
0.973,39162584.688426286
0.975,39341354.19216203
0.977,39520570.90318219
0.979,39700235.021308616
0.981,39880346.74604352
0.983,40060906.27657063
0.985,40241913.81175641
0.987,40423369.55015113
0.989,40605273.68999008
0.991,40787626.42919466
0.993,40970427.965373546
0.995,41153678.49582372
0.997,41337378.21753175
0.999,41521527.32717478
1.001,41706126.02112165
